Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	Snippy_mqc-generalstats-snippy-VariantTotal
Zdi-ADup_001-Ex1-11B-lcwgs-1-1.clmp.r1r2_fastp	1.7865700000000002	0.973252	2809262221.0	0.409612	99.33793015813785	0.6014517294092174	
Zdi-ADup_002-Ex1-9G-lcwgs-1-1.clmp.r1r2_fastp	0.898808	0.976387	2323600720.0	0.401617	99.46117375201979	0.6489693666708173	
Zdi-ADup_003-Ex1-9H-lcwgs-1-1.clmp.r1r2_fastp	0.8184179999999999	0.976148	2583354874.0	0.410121	99.4791704456359	0.6392884183112276	
Zdi-ADup_004-Ex1-10A-lcwgs-1-1.clmp.r1r2_fastp	0.503937	0.973327	3439705.0	0.403834	99.48717948717949	0.7232084155161078	
Zdi-ADup_005-Ex1-10B-lcwgs-1-1.clmp.r1r2_fastp	0.588516	0.973807	104627979.0	0.407738	99.40858201727767	0.7153833240789762	
Zdi-ADup_006-Ex1-10C-lcwgs-1-1.clmp.r1r2_fastp	1.37141	0.972317	3469344364.0	0.392814	99.37781002336513	0.5955356914469354	
Zdi-ADup_007-Ex1-10D-lcwgs-1-1.clmp.r1r2_fastp	0.8756780000000001	0.972611	2840951236.0	0.438668	99.27550087361551	0.6896210030510046	
Zdi-ADup_008-Ex1-10E-lcwgs-1-1.clmp.r1r2_fastp	1.39984	0.973708	588126338.0	0.385644	99.43647474840586	0.6106658443585772	
Zdi-ADup_009-Ex1-10F-lcwgs-1-1.clmp.r1r2_fastp	0.702487	0.974105	134440270.0	0.421489	99.4419763851214	0.7310144326099348	
Zdi-ADup_010-Ex1-10G-lcwgs-1-1.clmp.r1r2_fastp	0.41643699999999995	0.969554	33099367.0	0.417252	99.20950003508877	1.1724663398397945	
Zdi-ADup_011-Ex1-10H-lcwgs-1-1.clmp.r1r2_fastp	1.07298	0.973801	2335833512.0	0.417604	99.43003513600355	0.6354543680879301	
Zdi-ADup_012-Ex1-11A-lcwgs-1-1.clmp.r1r2_fastp	2.25869	0.970065	59070194.0	0.557001	98.96485720848327	0.4165071587167905	
Zdi-ADup_013-Ex1-12F-lcwgs-1-1.clmp.r1r2_fastp	1.31897	0.973695	230310267.0	0.497151	99.24651927352586	0.6821721019226948	
