Sequence_Name	Extraction_ID
ZdA1002212C	Zdi-ADup_022-Ex1-12C-lcwgs-1-2
ZdA1000610C	Zdi-ADup_006-Ex1-10C-lcwgs-1-2
ZdA1001811G	Zdi-ADup_018-Ex1-11G-lcwgs-1-2
ZdA1001611E	Zdi-ADup_016-Ex1-11E-lcwgs-1-2
ZdA1001110H	Zdi-ADup_011-Ex1-10H-lcwgs-1-2
ZdA1000111B	Zdi-ADup_001-Ex1-11B-lcwgs-1-2
ZdA1000710D	Zdi-ADup_007-Ex1-10D-lcwgs-1-2
ZdA1002712H	Zdi-ADup_027-Ex1-12H-lcwgs-1-2
ZdA1000309H	Zdi-ADup_003-Ex1-9H-lcwgs-1-2
ZdA1001511D	Zdi-ADup_015-Ex1-11D-lcwgs-1-2
ZdA1001711F	Zdi-ADup_017-Ex1-11F-lcwgs-1-2
ZdA1000209G	Zdi-ADup_002-Ex1-9G-lcwgs-1-2
ZdA1004202F	Zdi-ADup_042-Ex1-2F-lcwgs-1-2
ZdA1002809F	Zdi-ADup_028-Ex1-9F-lcwgs-1-2
ZdA1002312D	Zdi-ADup_023-Ex1-12D-lcwgs-1-2
ZdA1004402H	Zdi-ADup_044-Ex1-2H-lcwgs-1-2
ZdA1001411C	Zdi-ADup_014-Ex1-11C-lcwgs-1-2
ZdA1001911H	Zdi-ADup_019-Ex1-11H-lcwgs-1-2
ZdC0105612A	Zdi-CDup_056-Ex1-12A-lcwgs-1-2
ZdC0100606A	Zdi-CDup_006-Ex1-6A-lcwgs-1-2
ZdA1000810E	Zdi-ADup_008-Ex1-10E-lcwgs-1-2
ZdC0104310E	Zdi-CDup_043-Ex1-10E-lcwgs-1-2
ZdA1002412E	Zdi-ADup_024-Ex1-12E-lcwgs-1-2
ZdC0104711A	Zdi-CDup_047-Ex1-11A-lcwgs-1-2
ZdC0101907E	Zdi-CDup_019-Ex1-7E-lcwgs-1-2
ZdC0102107G	Zdi-CDup_021-Ex1-7G-lcwgs-1-2
ZdA1003201D	Zdi-ADup_032-Ex1-1D-lcwgs-1-2
ZdC0101006D	Zdi-CDup_010-Ex1-6D-lcwgs-1-2
ZdC0101106E	Zdi-CDup_011-Ex1-6E-lcwgs-1-2
ZdC0101406H	Zdi-CDup_014-Ex1-6H-lcwgs-1-2
ZdA1004703C	Zdi-ADup_047-Ex1-3C-lcwgs-1-2
ZdC0105812C	Zdi-CDup_058-Ex1-12C-lcwgs-1-2
ZdC0100505H	Zdi-CDup_005-Ex1-5H-lcwgs-1-2
ZdC0101807D	Zdi-CDup_018-Ex1-7D-lcwgs-1-2
ZdC0103109A	Zdi-CDup_031-Ex1-9A-lcwgs-1-2
ZdC0101607B	Zdi-CDup_016-Ex1-7B-lcwgs-1-2
ZdA1003501G	Zdi-ADup_035-Ex1-1G-lcwgs-1-2
ZdC0106405A	Zdi-CDup_064-Ex1-5A-lcwgs-1-2
ZdA1004302G	Zdi-ADup_043-Ex1-2G-lcwgs-1-2
ZdA1002612G	Zdi-ADup_026-Ex1-12G-lcwgs-1-2
ZdA1001312F	Zdi-ADup_013-Ex1-12F-lcwgs-1-2
ZdA1000910F	Zdi-ADup_009-Ex1-10F-lcwgs-1-2
ZdC0106605C	Zdi-CDup_066-Ex1-5C-lcwgs-1-2
ZdC0104210D	Zdi-CDup_042-Ex1-10D-lcwgs-1-2
ZdA1000510B	Zdi-ADup_005-Ex1-10B-lcwgs-1-2
ZdC0106112F	Zdi-CDup_061-Ex1-12F-lcwgs-1-2
ZdC0103409D	Zdi-CDup_034-Ex1-9D-lcwgs-1-2
ZdC0100706B	Zdi-CDup_007-Ex1-6B-lcwgs-1-2
ZdC0105712B	Zdi-CDup_057-Ex1-12B-lcwgs-1-2
ZdA1003301E	Zdi-ADup_033-Ex1-1E-lcwgs-1-2
ZdC0100105D	Zdi-CDup_001-Ex1-5D-lcwgs-1-2
ZdC0100305F	Zdi-CDup_003-Ex1-5F-lcwgs-1-2
ZdC0104510G	Zdi-CDup_045-Ex1-10G-lcwgs-1-2
ZdA1003401F	Zdi-ADup_034-Ex1-1F-lcwgs-1-2
ZdC0101707C	Zdi-CDup_017-Ex1-7C-lcwgs-1-2
ZdA1004503A	Zdi-ADup_045-Ex1-3A-lcwgs-1-2
ZdC0102207H	Zdi-CDup_022-Ex1-7H-lcwgs-1-2
ZdA1003601H	Zdi-ADup_036-Ex1-1H-lcwgs-1-2
ZdC0103709G	Zdi-CDup_037-Ex1-9G-lcwgs-1-2
ZdC0103309C	Zdi-CDup_033-Ex1-9C-lcwgs-1-2
ZdC0104610H	Zdi-CDup_046-Ex1-10H-lcwgs-1-2
ZdA1004002D	Zdi-ADup_040-Ex1-2D-lcwgs-1-2
ZdA1003703D	Zdi-ADup_037-Ex1-3D-lcwgs-1-2
ZdC0100806C	Zdi-CDup_008-Ex1-6C-lcwgs-1-2
ZdC0104110C	Zdi-CDup_041-Ex1-10C-lcwgs-1-2
ZdC0101206F	Zdi-CDup_012-Ex1-6F-lcwgs-1-2
ZdA1003902C	Zdi-ADup_039-Ex1-2C-lcwgs-1-2
ZdC0101507A	Zdi-CDup_015-Ex1-7A-lcwgs-1-2
ZdC0107112H	Zdi-CDup_071-Ex1-12H-lcwgs-1-2
ZdA1001010G	Zdi-ADup_010-Ex1-10G-lcwgs-1-2
ZdC0102608D	Zdi-CDup_026-Ex1-8D-lcwgs-1-2
ZdC0101306G	Zdi-CDup_013-Ex1-6G-lcwgs-1-2
ZdA1003101C	Zdi-ADup_031-Ex1-1C-lcwgs-1-2
ZdA1002502A	Zdi-ADup_025-Ex1-2A-lcwgs-1-2
ZdC0105912D	Zdi-CDup_059-Ex1-12D-lcwgs-1-2
ZdA1001211A	Zdi-ADup_012-Ex1-11A-lcwgs-1-2
ZdC0106505B	Zdi-CDup_065-Ex1-5B-lcwgs-1-2
ZdA1003802B	Zdi-ADup_038-Ex1-2B-lcwgs-1-2
ZdA1004603B	Zdi-ADup_046-Ex1-3B-lcwgs-1-2
ZdA1003001B	Zdi-ADup_030-Ex1-1B-lcwgs-1-2
ZdA1004102E	Zdi-ADup_041-Ex1-2E-lcwgs-1-2
ZdC0105411G	Zdi-CDup_054-Ex1-11G-lcwgs-1-2
ZdA1002112B	Zdi-ADup_021-Ex1-12B-lcwgs-1-2
ZdC0103509E	Zdi-CDup_035-Ex1-9E-lcwgs-1-2
ZdC0103910A	Zdi-CDup_039-Ex1-10A-lcwgs-1-2
ZdC0106212G	Zdi-CDup_062-Ex1-12G-lcwgs-1-2
ZdC0104010B	Zdi-CDup_040-Ex1-10B-lcwgs-1-2
ZdC0105111E	Zdi-CDup_051-Ex1-11E-lcwgs-1-2
ZdC0103809H	Zdi-CDup_038-Ex1-9H-lcwgs-1-2
ZdC0105011D	Zdi-CDup_050-Ex1-11D-lcwgs-1-2
ZdC0100405G	Zdi-CDup_004-Ex1-5G-lcwgs-1-2
ZdC0106012E	Zdi-CDup_060-Ex1-12E-lcwgs-1-2
ZdC0100205E	Zdi-CDup_002-Ex1-5E-lcwgs-1-2
ZdA1002901A	Zdi-ADup_029-Ex1-1A-lcwgs-1-2
ZdA1000410A	Zdi-ADup_004-Ex1-10A-lcwgs-1-2
ZdA1002012A	Zdi-ADup_020-Ex1-12A-lcwgs-1-2
