Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Zdi-ADup_001-Ex1-11B-lcwgs-1-1.clmp.fp2_r1_screen	15291176	466205.0	3.0500000000000003	219.0	0.0	0.0	0.0	102.0	0.0	48510.0	0.32	477943.0	3.12	654525.0	4.279999999999999	238211.0	1.5499999999999998	429493.0	2.81	294451.0	1.92	371906.0	2.4299999999999997	282645.0	1.8399999999999999	14395113	94.14
Zdi-ADup_001-Ex1-11B-lcwgs-1-1.clmp.fp2_r2_screen	15291176	469472.0	3.07	207.0	0.0	0.0	0.0	21.0	0.0	49629.0	0.33	478923.0	3.13	657934.0	4.29	239128.0	1.5599999999999998	432391.0	2.8200000000000003	295366.0	1.92	374099.0	2.45	283347.0	1.8499999999999999	14392054	94.12
Zdi-ADup_002-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	14321859	290497.0	2.0300000000000002	394.0	0.0	0.0	0.0	80.0	0.0	23668.0	0.16999999999999998	197322.0	1.37	411059.0	2.87	113842.0	0.79	256581.0	1.79	158261.0	1.1	214747.0	1.5	145199.0	1.01	13787653	96.27
Zdi-ADup_002-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	14321859	293103.0	2.04	398.0	0.0	0.0	0.0	17.0	0.0	24505.0	0.16999999999999998	198708.0	1.38	413702.0	2.8899999999999997	114976.0	0.7999999999999999	259630.0	1.81	159732.0	1.11	216245.0	1.51	146332.0	1.01	13784789	96.25
Zdi-ADup_003-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	16041443	346364.0	2.16	128.0	0.0	0.0	0.0	88.0	0.0	27461.0	0.17	233670.0	1.47	467147.0	2.92	137036.0	0.85	299486.0	1.86	186509.0	1.16	250955.0	1.56	174339.0	1.08	15427055	96.17
Zdi-ADup_003-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	16041443	347969.0	2.1799999999999997	117.0	0.0	0.0	0.0	14.0	0.0	28060.0	0.17	234466.0	1.47	470419.0	2.9399999999999995	137807.0	0.86	301289.0	1.8800000000000001	187511.0	1.16	252652.0	1.58	175532.0	1.09	15423847	96.15
Zdi-ADup_004-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	22698	599.0	2.65	1.0	0.0	0.0	0.0	0.0	0.0	53.0	0.23	672.0	2.96	930.0	4.09	259.0	1.1400000000000001	530.0	2.34	312.0	1.38	433.0	1.9100000000000001	278.0	1.2200000000000002	21376	94.18
Zdi-ADup_004-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	22698	569.0	2.5	1.0	0.0	0.0	0.0	0.0	0.0	49.0	0.22	653.0	2.8899999999999997	896.0	3.9400000000000004	252.0	1.1099999999999999	506.0	2.23	297.0	1.3099999999999998	412.0	1.81	293.0	1.2899999999999998	21417	94.36
Zdi-ADup_005-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	692847	19193.0	2.76	11.0	0.0	0.0	0.0	3.0	0.0	2055.0	0.29000000000000004	12140.0	1.7600000000000002	25093.0	3.63	9664.0	1.39	17496.0	2.53	11417.0	1.64	14838.0	2.14	10418.0	1.5	662985	95.69
Zdi-ADup_005-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	692847	19274.0	2.79	12.0	0.0	0.0	0.0	0.0	0.0	2092.0	0.3	12142.0	1.75	25093.0	3.62	9672.0	1.4	17526.0	2.53	11281.0	1.63	14855.0	2.15	10396.0	1.49	663054	95.7
Zdi-ADup_006-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	19231082	457866.0	2.38	439.0	0.0	0.0	0.0	117.0	0.0	43350.0	0.22999999999999998	362611.0	1.8900000000000001	650490.0	3.3899999999999997	199837.0	1.03	419161.0	2.18	271014.0	1.4	354648.0	1.85	251913.0	1.3	18377221	95.56
Zdi-ADup_006-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	19231082	463022.0	2.42	431.0	0.0	0.0	0.0	18.0	0.0	44716.0	0.22999999999999998	364382.0	1.9	655926.0	3.42	202022.0	1.04	423780.0	2.21	273934.0	1.42	359105.0	1.87	254534.0	1.3199999999999998	18371452	95.53
Zdi-ADup_007-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	18213822	545084.0	2.9899999999999998	1343.0	0.01	0.0	0.0	158.0	0.0	69935.0	0.38	414419.0	2.28	725442.0	3.99	293559.0	1.6099999999999999	510898.0	2.81	327016.0	1.8	419096.0	2.3	323935.0	1.78	17330451	95.15
Zdi-ADup_007-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	18213822	544930.0	2.9899999999999998	1346.0	0.01	0.0	0.0	31.0	0.0	69978.0	0.38	412599.0	2.27	726283.0	3.9800000000000004	292270.0	1.5999999999999999	511159.0	2.81	326297.0	1.8	418284.0	2.3	322657.0	1.77	17330451	95.15
Zdi-ADup_008-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	3311695	64278.0	1.95	115.0	0.0	0.0	0.0	22.0	0.0	3711.0	0.11	138565.0	4.18	123076.0	3.71	20950.0	0.63	54366.0	1.6400000000000001	33036.0	0.99	46122.0	1.3900000000000001	28671.0	0.86	3086499	93.2
Zdi-ADup_008-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	3311695	64579.0	1.96	132.0	0.0	0.0	0.0	4.0	0.0	3910.0	0.12000000000000001	139042.0	4.2	123607.0	3.73	21370.0	0.64	54895.0	1.6600000000000001	33384.0	1.01	46337.0	1.4000000000000001	29001.0	0.87	3085837	93.18
Zdi-ADup_009-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	853062	20202.0	2.37	9.0	0.0	0.0	0.0	5.0	0.0	1136.0	0.13	12210.0	1.44	22474.0	2.64	6283.0	0.74	13208.0	1.54	7432.0	0.87	10318.0	1.2	7299.0	0.86	818768	95.98
Zdi-ADup_009-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	853062	20314.0	2.39	7.0	0.0	0.0	0.0	2.0	0.0	1209.0	0.14	12260.0	1.44	22572.0	2.63	6322.0	0.74	13363.0	1.57	7477.0	0.88	10489.0	1.23	7378.0	0.87	818598	95.96
