Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Zdi-ADup_001-Ex1-11B-lcwgs-1-2.clmp.fp2_repr.R1	1.6446476107791455	40.0	94.63843632534854	0.0	2992643.0
Zdi-ADup_001-Ex1-11B-lcwgs-1-2.clmp.fp2_repr.R2	1.7286077037173868	40.0	94.43307537851993	9.090909090909092	2992643.0
Zdi-ADup_002-Ex1-9G-lcwgs-1-2.clmp.fp2_repr.R1	0.3747518255610913	39.0	82.21731276888131	9.090909090909092	423514.0
Zdi-ADup_002-Ex1-9G-lcwgs-1-2.clmp.fp2_repr.R2	0.38696107749368025	39.0	82.15271986286167	9.090909090909092	423514.0
Zdi-ADup_003-Ex1-9H-lcwgs-1-2.clmp.fp2_repr.R1	0.4499230756571677	40.0	84.06248744182442	9.090909090909092	980437.0
Zdi-ADup_003-Ex1-9H-lcwgs-1-2.clmp.fp2_repr.R2	0.46142504401018414	40.0	83.9737759794867	9.090909090909092	980437.0
Zdi-ADup_004-Ex1-10A-lcwgs-1-2.clmp.fp2_repr.R1	1.0068353438407769	38.0	96.71254103602136	0.0	1682668.0
Zdi-ADup_004-Ex1-10A-lcwgs-1-2.clmp.fp2_repr.R2	1.027511477927348	38.0	96.5183583451994	9.090909090909092	1682668.0
Zdi-ADup_005-Ex1-10B-lcwgs-1-2.clmp.fp2_repr.R1	0.32923701704184793	39.0	85.09262836751729	9.090909090909092	548698.0
Zdi-ADup_005-Ex1-10B-lcwgs-1-2.clmp.fp2_repr.R2	0.33094822508647326	39.0	85.064348694546	9.090909090909092	548698.0
Zdi-ADup_006-Ex1-10C-lcwgs-1-2.clmp.fp2_repr.R1	0.4335038038266106	38.0	95.9018719797958	9.090909090909092	685798.0
Zdi-ADup_006-Ex1-10C-lcwgs-1-2.clmp.fp2_repr.R2	0.4606365337937177	38.0	95.72215433699135	9.090909090909092	685798.0
Zdi-ADup_007-Ex1-10D-lcwgs-1-2.clmp.fp2_repr.R1	1.5112028599330074	43.0	82.00005213441555	9.090909090909092	613798.0
Zdi-ADup_007-Ex1-10D-lcwgs-1-2.clmp.fp2_repr.R2	1.4246372133544583	43.0	81.88534664498744	9.090909090909092	613798.0
Zdi-ADup_008-Ex1-10E-lcwgs-1-2.clmp.fp2_repr.R1	0.07722007722007618	39.0	81.2036036036036	0.0	3885.0
Zdi-ADup_008-Ex1-10E-lcwgs-1-2.clmp.fp2_repr.R2	0.05148005148004131	39.0	81.16267696267697	9.090909090909092	3885.0
Zdi-ADup_009-Ex1-10F-lcwgs-1-2.clmp.fp2_repr.R1	0.5856678717103563	41.0	80.90642966170526	0.0	8415295.0
Zdi-ADup_009-Ex1-10F-lcwgs-1-2.clmp.fp2_repr.R2	0.6146696874105544	41.0	80.81564401485629	9.090909090909092	8415295.0
Zdi-ADup_010-Ex1-10G-lcwgs-1-2.clmp.fp2_repr.R1	0.9772855222704777	42.0	79.28839996106552	9.090909090909092	2383492.0
Zdi-ADup_010-Ex1-10G-lcwgs-1-2.clmp.fp2_repr.R2	0.9804493035918682	42.0	79.20317458585974	9.090909090909092	2383492.0
Zdi-ADup_011-Ex1-10H-lcwgs-1-2.clmp.fp2_repr.R1	0.39277190905868054	41.0	82.21930157951736	9.090909090909092	244695.0
Zdi-ADup_011-Ex1-10H-lcwgs-1-2.clmp.fp2_repr.R2	0.39382187802374347	41.0	82.15318253335785	9.090909090909092	244695.0
Zdi-ADup_012-Ex1-11A-lcwgs-1-2.clmp.fp2_repr.R1	5.828565148214764	51.0	121.55013900665581	9.090909090909092	2132272.0
Zdi-ADup_012-Ex1-11A-lcwgs-1-2.clmp.fp2_repr.R2	6.38499532271787	51.0	120.13232036062941	18.181818181818183	2132272.0
Zdi-ADup_013-Ex1-12F-lcwgs-1-2.clmp.fp2_repr.R1	0.2862164070862434	42.0	87.78569471266768	9.090909090909092	459816.0
Zdi-ADup_013-Ex1-12F-lcwgs-1-2.clmp.fp2_repr.R2	0.2736568108105075	42.0	87.59825669398194	9.090909090909092	459816.0
Zdi-ADup_014-Ex1-11C-lcwgs-1-2.clmp.fp2_repr.R1	1.460980241626487	46.0	88.86836654370919	9.090909090909092	1068391.0
Zdi-ADup_014-Ex1-11C-lcwgs-1-2.clmp.fp2_repr.R2	1.4467559056270431	46.0	88.62506891203688	9.090909090909092	1068391.0
Zdi-ADup_015-Ex1-11D-lcwgs-1-2.clmp.fp2_repr.R1	0.4128008043873308	40.0	88.46764262315224	9.090909090909092	504599.0
Zdi-ADup_015-Ex1-11D-lcwgs-1-2.clmp.fp2_repr.R2	0.43403741039853116	40.0	88.32693683499174	9.090909090909092	504599.0
Zdi-ADup_016-Ex1-11E-lcwgs-1-2.clmp.fp2_repr.R1	0.38171440236892806	37.0	88.33614672086709	9.090909090909092	474043.0
Zdi-ADup_016-Ex1-11E-lcwgs-1-2.clmp.fp2_repr.R2	0.38348857326285213	37.0	88.23160557164645	9.090909090909092	474043.0
Zdi-ADup_017-Ex1-11F-lcwgs-1-2.clmp.fp2_repr.R1	0.528944745297494	42.0	82.94347132036786	9.090909090909092	878899.0
Zdi-ADup_017-Ex1-11F-lcwgs-1-2.clmp.fp2_repr.R2	0.504933198995289	42.0	82.8317519988076	9.090909090909092	878899.0
Zdi-ADup_018-Ex1-11G-lcwgs-1-2.clmp.fp2_repr.R1	0.772148370026656	42.0	87.65843534350498	9.090909090909092	1531710.0
Zdi-ADup_018-Ex1-11G-lcwgs-1-2.clmp.fp2_repr.R2	0.7832834076998694	42.0	87.51940119213167	9.090909090909092	1531710.0
Zdi-ADup_019-Ex1-11H-lcwgs-1-2.clmp.fp2_repr.R1	0.3282813856730229	39.0	83.5562023760531	9.090909090909092	551587.0
Zdi-ADup_019-Ex1-11H-lcwgs-1-2.clmp.fp2_repr.R2	0.3301885063312966	39.0	83.50021302169921	9.090909090909092	551587.0
Zdi-ADup_020-Ex1-12A-lcwgs-1-2.clmp.fp2_repr.R1	1.3802625852072623	37.0	91.41766535947669	0.0	23897572.0
Zdi-ADup_020-Ex1-12A-lcwgs-1-2.clmp.fp2_repr.R2	1.3947209342047984	37.0	91.33574653525471	9.090909090909092	23897572.0
Zdi-ADup_021-Ex1-12B-lcwgs-1-2.clmp.fp2_repr.R1	6.660065358029414	38.0	96.40603807207648	0.0	252133923.0
Zdi-ADup_021-Ex1-12B-lcwgs-1-2.clmp.fp2_repr.R2	6.858329560388228	38.0	96.26686128228766	9.090909090909092	252133923.0
Zdi-ADup_022-Ex1-12C-lcwgs-1-2.clmp.fp2_repr.R1	0.6011905277072458	40.0	85.87730929441318	9.090909090909092	503184.0
Zdi-ADup_022-Ex1-12C-lcwgs-1-2.clmp.fp2_repr.R2	0.6118004180632113	40.0	85.79191111005119	9.090909090909092	503184.0
Zdi-ADup_023-Ex1-12D-lcwgs-1-2.clmp.fp2_repr.R1	0.6057782630907269	41.0	84.99572563120354	9.090909090909092	306478.0
Zdi-ADup_023-Ex1-12D-lcwgs-1-2.clmp.fp2_repr.R2	0.5746382049157575	41.0	84.86362479525447	9.090909090909092	306478.0
Zdi-ADup_024-Ex1-12E-lcwgs-1-2.clmp.fp2_repr.R1	0.395898302252391	44.0	77.30513929090488	9.090909090909092	491274.0
Zdi-ADup_024-Ex1-12E-lcwgs-1-2.clmp.fp2_repr.R2	0.3984943098240876	44.0	77.17530543037083	9.090909090909092	491274.0
Zdi-ADup_025-Ex1-2A-lcwgs-1-2.clmp.fp2_repr.R1	0.7420843042836509	36.0	73.88629951052867	0.0	13170128.0
Zdi-ADup_025-Ex1-2A-lcwgs-1-2.clmp.fp2_repr.R2	0.7941799708505783	36.0	73.90184476566971	9.090909090909092	13170128.0
Zdi-ADup_026-Ex1-12G-lcwgs-1-2.clmp.fp2_repr.R1	0.35846631409508234	43.0	75.4086826380013	9.090909090909092	457695.0
Zdi-ADup_026-Ex1-12G-lcwgs-1-2.clmp.fp2_repr.R2	0.3538838089524745	43.0	75.41189438381456	9.090909090909092	457695.0
Zdi-ADup_027-Ex1-12H-lcwgs-1-2.clmp.fp2_repr.R1	1.4538573781537707	44.0	78.97136503972142	9.090909090909092	4051970.0
Zdi-ADup_027-Ex1-12H-lcwgs-1-2.clmp.fp2_repr.R2	1.4009025309860306	44.0	78.90613380651881	9.090909090909092	4051970.0
Zdi-ADup_028-Ex1-9F-lcwgs-1-2.clmp.fp2_repr.R1	0.33583031438030275	39.0	78.880269748237	9.090909090909092	330827.0
Zdi-ADup_028-Ex1-9F-lcwgs-1-2.clmp.fp2_repr.R2	0.33127931706634683	39.0	78.84907217367386	9.090909090909092	330827.0
Zdi-ADup_029-Ex1-1A-lcwgs-1-2.clmp.fp2_repr.R1	0.45382404241557595	43.0	63.936250005654806	9.090909090909092	221051.0
Zdi-ADup_029-Ex1-1A-lcwgs-1-2.clmp.fp2_repr.R2	0.46941766731472967	43.0	63.94095932612836	9.090909090909092	221051.0
Zdi-ADup_030-Ex1-1B-lcwgs-1-2.clmp.fp2_repr.R1	0.711677541815277	38.0	70.57322870893492	9.090909090909092	477900.0
Zdi-ADup_030-Ex1-1B-lcwgs-1-2.clmp.fp2_repr.R2	0.7231192014491086	38.0	70.59910232266165	9.090909090909092	477900.0
Zdi-ADup_031-Ex1-1C-lcwgs-1-2.clmp.fp2_repr.R1	0.8056482002858729	39.0	74.33785247108763	9.090909090909092	92348.0
Zdi-ADup_031-Ex1-1C-lcwgs-1-2.clmp.fp2_repr.R2	0.7320136873565275	39.0	74.3458872958808	9.090909090909092	92348.0
Zdi-ADup_032-Ex1-1D-lcwgs-1-2.clmp.fp2_repr.R1	2.186073010066636	42.0	94.55318786551717	0.0	1673314.0
Zdi-ADup_032-Ex1-1D-lcwgs-1-2.clmp.fp2_repr.R2	2.391904404932262	41.0	94.31625743883097	9.090909090909092	1673314.0
Zdi-ADup_033-Ex1-1E-lcwgs-1-2.clmp.fp2_repr.R1	0.21549761738549478	37.0	78.30184842322518	9.090909090909092	32947.0
Zdi-ADup_033-Ex1-1E-lcwgs-1-2.clmp.fp2_repr.R2	0.22460315051445434	37.0	78.32867939417854	9.090909090909092	32947.0
Zdi-ADup_034-Ex1-1F-lcwgs-1-2.clmp.fp2_repr.R1	0.2846878423302428	37.0	77.47855015072867	9.090909090909092	392427.0
Zdi-ADup_034-Ex1-1F-lcwgs-1-2.clmp.fp2_repr.R2	0.28917444154875227	37.0	77.48431682835279	9.090909090909092	392427.0
Zdi-ADup_035-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R1	0.3628191044199838	36.0	74.78511260986615	9.090909090909092	213214.0
Zdi-ADup_035-Ex1-1G-lcwgs-1-2.clmp.fp2_repr.R2	0.32400841406273173	36.0	74.78493907529524	9.090909090909092	213214.0
Zdi-ADup_036-Ex1-1H-lcwgs-1-2.clmp.fp2_repr.R1	0.8473360087638468	37.0	71.57461274923686	9.090909090909092	246352.0
Zdi-ADup_036-Ex1-1H-lcwgs-1-2.clmp.fp2_repr.R2	0.7229587113337885	37.0	71.56768363967007	9.090909090909092	246352.0
Zdi-ADup_037-Ex1-3D-lcwgs-1-2.clmp.fp2_repr.R1	5.274862703611632	38.0	84.51045892791284	0.0	25902129.0
Zdi-ADup_037-Ex1-3D-lcwgs-1-2.clmp.fp2_repr.R2	5.7256463217690055	38.0	84.39308587336585	9.090909090909092	25902129.0
Zdi-ADup_038-Ex1-2B-lcwgs-1-2.clmp.fp2_repr.R1	0.26831657701457345	37.0	74.58136878160042	9.090909090909092	507707.0
Zdi-ADup_038-Ex1-2B-lcwgs-1-2.clmp.fp2_repr.R2	0.2594678170349596	37.0	74.59063002873705	9.090909090909092	507707.0
Zdi-ADup_039-Ex1-2C-lcwgs-1-2.clmp.fp2_repr.R1	1.4976367052584152	37.0	82.56941922087364	0.0	29843118.0
Zdi-ADup_039-Ex1-2C-lcwgs-1-2.clmp.fp2_repr.R2	1.5420366042025506	37.0	82.52331234289929	9.090909090909092	29843118.0
Zdi-ADup_040-Ex1-2D-lcwgs-1-2.clmp.fp2_repr.R1	2.488735235929255	38.0	85.06788233368074	0.0	46569112.0
