samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
ZdiCDup001_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_001-Ex1-5D-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_001-Ex1-5D-lcwgs-1-1.2.fq.gz
ZdiCDup002_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_002-Ex1-5E-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_002-Ex1-5E-lcwgs-1-1.2.fq.gz
ZdiCDup003_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_003-Ex1-5F-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_003-Ex1-5F-lcwgs-1-1.2.fq.gz
ZdiCDup004_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_004-Ex1-5G-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_004-Ex1-5G-lcwgs-1-1.2.fq.gz
ZdiCDup005_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_005-Ex1-5H-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_005-Ex1-5H-lcwgs-1-1.2.fq.gz
ZdiCDup006_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_006-Ex1-6A-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_006-Ex1-6A-lcwgs-1-1.2.fq.gz
ZdiCDup007_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_007-Ex1-6B-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_007-Ex1-6B-lcwgs-1-1.2.fq.gz
ZdiCDup008_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_008-Ex1-6C-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_008-Ex1-6C-lcwgs-1-1.2.fq.gz
ZdiCDup010_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_010-Ex1-6D-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_010-Ex1-6D-lcwgs-1-1.2.fq.gz
ZdiCDup011_Ex1_L2 2277W2LT4:2 illumina modern/Zdi-CDup_011-Ex1-6E-lcwgs-1-1.1.fq.gz modern/Zdi-CDup_011-Ex1-6E-lcwgs-1-1.2.fq.gz
